v1d,v2d,v1d,v2d,v2d,v6d,v0d,v0d,v1d,v5d,v5d,v6d,v5d,v6d,v5d,v6d,v5d,v5d,v6d,v5d,v5d,v5d,v5d,v4d,v5d,v4d,v5d,v4d,v5d,v4d,v3d,v1d,v1d,v2d,v1d,v0d,v1d,v0d,v1d,v0d,v1d,v0d,v1u,v1u,v0u,v0u,v4d,v5d,v5d,v6d,v0d,v1d,v1d,v2d,v0d,v0d,v0d,v1d,v1d,v1d,v5d,v5d,v5d,v5d,v5d,v5d,v1d,v1d,v0d,v5d,v5d,v0d,v1d,v1d,v0d,v5d,v5d,v5d,v1d,v1d,v0d,v5d,v5d
v1d,v2d,v7u,v1d,v2d,v2d,v6d,v1d,v0d,v1d,v5d,v5d,v6d,v5d,v6d,v5d,v6d,v5d,v5d,v6d,v5d,v5d,v5d,v4d,v4d,v5d,v5d,v4d,v5d,v4d,v5d,v4d,v3d,v1d,v1d,v2d,v1d,v0d,v1d,v0d,v1d,v0d,v1d,v0d,v2u,v1u,v7u,v0u,v1u,v4d,v5d,v5d,v6d,v0d,v1d,v1d,v2d,v0d,v0d,v0d,v1d,v1d,v1d,v4d,v5d,v5d,v5d,v5d,v5d,v5d,v2d,v1d,v0d,v5d,v5d,v0d,v1d,v1d,v0d,v5d,v5d,v4d,v1d,v1d,v0d,v1d,v5d,v5d,v5d,v5d
v1d,v2d,v7u,v1d,v2d,v2d,v6d,v1d,v0d,v1d,v5d,v5d,v6d,v5d,v6d,v6d,v5d,v4d,v6d,v5d,v5d,v4d,v4d,v5d,v5d,v4d,v5d,v4d,v5u,v4u,v3u,v1d,v1d,v2d,v1d,v0d,v1d,v0d,v1d,v0d,v1d,v0d,v2u,v1u,v7u,v0u,v1u,v2u,v3u,v2u,v2d,v1d,v3d,v2d,v0d,v1d,v4u,v4u,v4u,v4u,v5u,v3u,v1d,v1d,v1d,v2d,v1d,v1d,v1d,v1d,v5d,v0d,v1d,v1d,v0d,v5d,v5d,v4d,v1u,v1u,v0u,v1u,v5d,v5d,v5d
